PRS_ID,LABEL,WEB,EVENT_TYPE,EVENT_TIME,RESPONSE,SLMT,COMMAND,CLIENT_INFO,CLUBH,ERROR_CODE,USER_AGENT,PRS_ID
216172687,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233019,200,,GET_SMS_TARGETS,"<iPhone8,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",7f0fab40a615665596b911294b51c087ed5cf2894239d14adb2539738c3c0349,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1105565428,com.apple.securebackup.record,,,1451286233044,200,,GETRECORDS,"<iPhone8,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1454009193,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233038,200,,GET_SMS_TARGETS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",049f9d11e9e09109bb60664be035dbe0091949573aab4da9842f50d97b00fc8e,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
178852467,com.apple.securebackup.record,,,1451286233114,200,,GETRECORDS,"<MacBookPro11,3> <Mac OS X;10.11.2;15C50> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/760.2.6 Darwin/15.2.0 (x86_64),
1083191892,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233087,200,,GET_SMS_TARGETS,"<iPhone7,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",97f3655c25c2f3409222f338c39dc0c525fcf7dde1e51e3ab14371b71336a027,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
188579684,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233115,409,,GET_SMS_TARGETS,"<iPhone6,1> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",97f3655c25c2f3409222f338c39dc0c525fcf7dde1e51e3ab14371b71336a027,-4001,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
1358892470,com.apple.securebackup.record,,,1451286233136,200,,GETRECORDS,"<iPhone5,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1366214033,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233128,200,,GET_SMS_TARGETS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",7f0fab40a615665596b911294b51c087ed5cf2894239d14adb2539738c3c0349,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1411973228,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233134,200,,GET_SMS_TARGETS,"<iPad4,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",9cf6e16d0cf8cef87be5fd5b158629fda343548d92de02b2d188a33060615d22,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
207349117,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233154,200,,GET_SMS_TARGETS,"<iPad3,4> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",4cc98ee466724707214a4d229a7be1222eb92b96d708fe9b279962ff4717fe4f,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
194732023,com.apple.securebackup.record,,,1451286233185,200,,GETRECORDS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
227063448,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233192,200,,GET_SMS_TARGETS,"<iPad4,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",97f3655c25c2f3409222f338c39dc0c525fcf7dde1e51e3ab14371b71336a027,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
200694173,com.apple.securebackup.record,,,1451286233285,200,,GETRECORDS,"<iPhone5,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
225825963,null,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233276,200,,GET_SMS_TARGETS,null,4cc98ee466724707214a4d229a7be1222eb92b96d708fe9b279962ff4717fe4f,0,com.apple.lakitu/1 CFNetwork/672.1.13 Darwin/14.0.0,
658605817,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233298,200,,GET_SMS_TARGETS,"<iPhone8,1> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",049f9d11e9e09109bb60664be035dbe0091949573aab4da9842f50d97b00fc8e,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
1073000919,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233324,200,,GET_SMS_TARGETS,"<iPhone6,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",4cc98ee466724707214a4d229a7be1222eb92b96d708fe9b279962ff4717fe4f,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
436425100,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233341,200,,GET_SMS_TARGETS,"<iPad5,3> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",97f3655c25c2f3409222f338c39dc0c525fcf7dde1e51e3ab14371b71336a027,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1035611172,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233379,200,,GET_SMS_TARGETS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",12a0dde6a6269463aa26a83ec111faac83bc3c54c5131277fd77b45703601a80,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1206193749,com.apple.securebackup.record,,,1451286233438,200,,GETRECORDS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1044067324,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233453,200,,GET_SMS_TARGETS,"<iPhone8,2> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",4cc98ee466724707214a4d229a7be1222eb92b96d708fe9b279962ff4717fe4f,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
1216819281,com.apple.protectedcloudstorage.record,,,1451286233473,200,,UPDATE_RECORD,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
93369307,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233461,200,,GET_SMS_TARGETS,"<MacBookPro12,1> <Mac OS X;10.11.1;15B42> <com.apple.CloudServices/153.10.10>",12a0dde6a6269463aa26a83ec111faac83bc3c54c5131277fd77b45703601a80,0,com.apple.lakitu/153.10.10 CFNetwork/760.1.2 Darwin/15.0.0 (x86_64),
1174777208,null,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233512,200,,GET_SMS_TARGETS,null,4cc98ee466724707214a4d229a7be1222eb92b96d708fe9b279962ff4717fe4f,0,com.apple.lakitu/1 CFNetwork/672.1.14 Darwin/14.0.0,
222029393,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233517,200,,GET_SMS_TARGETS,"<iPhone7,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",09ec417e4bf7d9f744b1190eb0ad215139560a36cc6cffd77478c1a5ba390862,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1043291539,com.apple.securebackup.record,,,1451286233547,200,,GETRECORDS,"<iPad3,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
278985010,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233572,200,,GET_SMS_TARGETS,"<iPhone4,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",7f0fab40a615665596b911294b51c087ed5cf2894239d14adb2539738c3c0349,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
115990609,com.apple.securebackup.record,,,1451286233589,200,,GETRECORDS,"<iPhone8,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1213869777,com.apple.protectedcloudstorage.record,,,1451286233617,200,,RECOVER,null,,0,null,
1449329403,com.apple.securebackup.record,,,1451286233620,200,,GET_SMS_TARGETS,"<iPhone7,2> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
559988153,com.apple.securebackup.record,,,1451286233689,200,,GETRECORDS,"<iPhone6,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1319301143,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233686,200,,GET_SMS_TARGETS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",f038820847130a3bfd1aa54c804f64b20927e96a8689d9aebb1b6204af6ccb4d,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1444011368,com.apple.securebackup.record,,,1451286233741,200,,GETRECORDS,null,,0,com.apple.lakitu/1 CFNetwork/711.3.18 Darwin/14.0.0,
611879616,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233746,200,,GET_SMS_TARGETS,"<iPhone8,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",97f3655c25c2f3409222f338c39dc0c525fcf7dde1e51e3ab14371b71336a027,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
431982015,com.apple.securebackup.record,,,1451286233767,200,,GETRECORDS,"<iPhone7,2> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
123111806,com.apple.securebackup.record,,,1451286233805,200,,GETRECORDS,"<MacBookPro8,1> <Mac OS X;10.11.2;15C50> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/760.2.6 Darwin/15.2.0 (x86_64),
1354061834,com.apple.securebackup.record,,,1451286233840,200,,GETRECORDS,"<iPhone6,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
199044233,com.apple.securebackup.record,,,1451286233857,200,,GETRECORDS,"<iPhone6,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
170359177,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233838,200,,GET_SMS_TARGETS,"<iPod5,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",9cf6e16d0cf8cef87be5fd5b158629fda343548d92de02b2d188a33060615d22,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
595711701,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233863,200,,GET_SMS_TARGETS,"<iPhone4,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",4cc98ee466724707214a4d229a7be1222eb92b96d708fe9b279962ff4717fe4f,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1265970332,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233864,200,,GET_SMS_TARGETS,"<iPhone5,3> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",97f3655c25c2f3409222f338c39dc0c525fcf7dde1e51e3ab14371b71336a027,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1071266238,com.apple.securebackup.record,,,1451286233916,200,,GETRECORDS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
171057564,com.apple.securebackup.record,,,1451286233925,200,,GETRECORDS,"<iPad3,5> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1318456537,com.apple.securebackup.record,,,1451286233938,200,,GETRECORDS,"<iPad2,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
176740780,com.apple.securebackup.record,,,1451286233954,200,,GETRECORDS,"<iPad4,4> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1191604870,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233959,200,,GET_SMS_TARGETS,"<iPhone7,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",049f9d11e9e09109bb60664be035dbe0091949573aab4da9842f50d97b00fc8e,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
222660854,com.apple.securebackup.record,,,1451286233983,200,,GETRECORDS,"<MacBookPro5,5> <Mac OS X;10.11.2;15C50> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/760.2.6 Darwin/15.2.0 (x86_64),
1011715098,com.apple.securebackup.record,,,1451286233986,200,,GETRECORDS,"<iPhone6,1> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
1450110897,com.apple.securebackup.record,,,1451286233989,200,,GETRECORDS,"<iPhone8,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1028922456,null,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233998,200,,GET_SMS_TARGETS,null,f038820847130a3bfd1aa54c804f64b20927e96a8689d9aebb1b6204af6ccb4d,0,com.apple.lakitu/1 CFNetwork/711.2.23 Darwin/14.0.0,
140417208,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286233985,200,,GET_SMS_TARGETS,"<iPhone7,2> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",049f9d11e9e09109bb60664be035dbe0091949573aab4da9842f50d97b00fc8e,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
1033480365,com.apple.securebackup.record,,,1451286234050,200,,GETRECORDS,"<iPhone5,1> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
219915423,com.apple.securebackup.record,,,1451286234088,200,,GETRECORDS,"<iPad2,5> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
411137505,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286234106,200,,GET_SMS_TARGETS,"<iPhone5,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",7f0fab40a615665596b911294b51c087ed5cf2894239d14adb2539738c3c0349,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1107376731,com.apple.securebackup.record,,,1451286234157,200,,GETRECORDS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1035985886,com.apple.securebackup.record,,,1451286234174,200,,GETRECORDS,"<iPad2,7> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
567987329,com.apple.securebackup.record,,,1451286234185,200,,GETRECORDS,"<iPhone7,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1000135528,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286234176,200,,GET_SMS_TARGETS,"<iPhone7,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",4cc98ee466724707214a4d229a7be1222eb92b96d708fe9b279962ff4717fe4f,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
639374495,com.apple.securebackup.record,,,1451286234202,200,,GETRECORDS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
218945150,null,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286234186,200,,GET_SMS_TARGETS,null,4cc98ee466724707214a4d229a7be1222eb92b96d708fe9b279962ff4717fe4f,0,com.apple.lakitu/1 CFNetwork/711.4.6 Darwin/14.0.0,
442092659,com.apple.securebackup.record,,,1451286234231,200,,GETRECORDS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1353333719,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286234225,200,,GET_SMS_TARGETS,"<iPhone7,2> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",f038820847130a3bfd1aa54c804f64b20927e96a8689d9aebb1b6204af6ccb4d,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
417063970,com.apple.securebackup.record,,,1451286234258,200,,GETRECORDS,"<iPhone6,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1450110897,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286234275,200,,GET_SMS_TARGETS,"<iPhone8,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",9cf6e16d0cf8cef87be5fd5b158629fda343548d92de02b2d188a33060615d22,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
272064633,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286234291,200,,GET_SMS_TARGETS,"<iPhone5,2> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",f038820847130a3bfd1aa54c804f64b20927e96a8689d9aebb1b6204af6ccb4d,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
1190163721,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286234315,200,,GET_SMS_TARGETS,"<iPhone8,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",7f0fab40a615665596b911294b51c087ed5cf2894239d14adb2539738c3c0349,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
568938366,com.apple.securebackup.record,,,1451286234376,200,,GETRECORDS,"<iPad2,1> <iPhone OS;9.0.1;13A404> <com.apple.CloudServices/154.1.1>",,0,com.apple.lakitu/1 CFNetwork/758.0.2 Darwin/15.0.0,
1240564710,com.apple.securebackup.record,,,1451286234383,200,,GETRECORDS,"<iPhone5,3> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
120320562,com.apple.securebackup.record,,,1451286234399,200,,GETRECORDS,"<iPhone7,1> <iPhone OS;9.1;13B143> <com.apple.CloudServices/154.10.14>",,0,com.apple.lakitu/154.10.14 CFNetwork/758.1.6 Darwin/15.0.0,
272252310,com.apple.securebackup.record,,,1451286234402,200,,GETRECORDS,"<iPad4,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
107739008,com.apple.securebackup.record,,,1451286234435,200,,GETRECORDS,"<iPhone8,2> <iPhone OS;9.0.2;13A452> <com.apple.CloudServices/154.1.1>",,0,com.apple.lakitu/1 CFNetwork/758.0.2 Darwin/15.0.0,
144326120,com.apple.securebackup.record,,,1451286234445,200,,GETRECORDS,"<iPod5,1> <iPhone OS;9.0.2;13A452> <com.apple.CloudServices/154.1.1>",,0,com.apple.lakitu/1 CFNetwork/758.0.2 Darwin/15.0.0,
1456397059,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286234445,200,,GET_SMS_TARGETS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",f038820847130a3bfd1aa54c804f64b20927e96a8689d9aebb1b6204af6ccb4d,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1249736189,com.apple.securebackup.record,,,1451286234493,200,,GETRECORDS,"<iPad2,1> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
1124707039,com.apple.securebackup.record,,,1451286234519,200,,GETRECORDS,null,,0,com.apple.lakitu/1 CFNetwork/720.5.7 Darwin/14.5.0 (x86_64),
124452125,com.apple.securebackup.record,,,1451286234523,200,,GETRECORDS,"<iPad2,6> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
560971319,com.apple.securebackup.record,,GET_SMS_TARGET_WITH_CLUBH_HASH,1451286234590,200,,GET_SMS_TARGETS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",09ec417e4bf7d9f744b1190eb0ad215139560a36cc6cffd77478c1a5ba390862,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
129831751,com.apple.securebackup.record,,,1451286234636,200,,GETRECORDS,"<iPhone7,2> <iPhone OS;9.2;13C75> <com.apple.CloudServices/154.20.4>",,0,com.apple.lakitu/154.20.4 CFNetwork/758.2.8 Darwin/15.0.0,
